"","Site","campaign","habitat","drying_regime","flow_state","mean_CH4_mg_m2_d","mean_CO2_g_m2_d","mean_soil_temp","mean_soil_VWC","mean_pool_riffle_depth_cm","sed_temp","sed_VWC","Air_temp","Temp_water_C","Mean_Velocity..m.s.","bedrock","boulders","cobbles","gravel","sand","silt","Sed_OM","DO_mg_L","pH","cond_us_cm","Freq_Flow","Freq_Dry","Freq_Ponded","latitude","longitude","m_to_source","freq_flow_2021","freq_dry_2021","freq_pool_2021","freqflow7","freqflow30","freqdry7","freqdry30","freqpool7","freqpool30","Tsince_rewet","Tsince_manual","percent_C","percent_N","CN_ratio","CN_ratio.LECA","Canopy_Cover_Rip","Canopy_Cover_Benth","Tree_div","Leaf_Fall_m2.Day","Stock_Benth_g.m2","Ave.wet.width_m","Embeddedness","Discharge_l_s","masl","length.IR.up","length.PR.up","percent.IR.up","percent.PR.up","Max..wetted.width..m.","Min..wetted.width..m.","Bankfull.at.max..wetted.width..m.","Bankfull.at.min..wetted.width..m.","filamentous.algae","X..wood.cover","MeanDur_Ponded","MeanDur_Dry","MeanDur_Flow","MaxDur_Ponded","MaxDur_Dry","MaxDur_Flow","sed_pH","sed_cond_uS_cm","NO3_N_mg_l","DN_ugL","DOC_ugL","SRP_ugL","NH4_N_ugL","In_stream_CH4_mg_m2_d","aquatic_conditions"
"177","CA02","6","Riparian","perennial","flowing",-0.453792115357206,1.74373567467561,10,0.325866666666667,NA,NA,NA,9.2152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.920551,5.442415,9170.02,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.351442249473839,"Flowing"
"178","CA02","7","Flowing","perennial","flowing",0.2084160059584,4.14297583857033,NA,NA,24.9,NA,NA,2.4672,9,0.31795,0,20,70,5,5,0,1.03,11.06,8.11,386,1,0,0,45.920551,5.442415,9170.02,1,0,0,1,1,0,0,0,0,NA,NA,0.349832275,0.053667331,6.51853312772346,6.51853312772346,NA,44.5,16,2.101900743,5.986889182,6.4,5,0.21,372,4543.3,9722.4,27.93693544,59.7834308,8.6,3.8,15,10,0,0,0,0,NA,0,0,NA,8.52,77.6,0.82,781.5,855.5,7,13,0.2084160059584,"Flowing"
"179","CA02","7","Riparian","perennial","flowing",-0.379348536967701,0.799214280168051,5.03333333333333,0.36325,NA,NA,NA,3.902,NA,NA,NA,NA,NA,NA,NA,NA,1.03,NA,NA,386,1,0,0,45.920551,5.442415,9170.02,1,0,0,1,1,0,0,0,0,NA,NA,8.475246702,0.265200868,31.9578392254734,31.9578392254734,84,NA,16,2.101900743,5.986889182,6.4,5,NA,372,4543.3,9722.4,27.93693544,59.7834308,8.6,3.8,15,10,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.2084160059584,"Flowing"
"180","CO01","1","Flowing","perennial","flowing",0.708718231157619,3.44706111111127,NA,NA,8.34,NA,NA,-0.3,3.3,0.0951,5,0,32,58,5,0,1.69,10.58,7.42,322,1,0,0,46.056561,5.617871,512.2979,1,0,0,1,1,0,0,0,0,NA,NA,0.636783219,0.099001944,6.43202742564328,6.43202742564328,NA,48,9,0.408900087,1.911206727,1.3,0,0.007,909,0,1150.2,0,100,1.8,1.2,3,1.1,0,2,0,0,NA,0,0,NA,7.47,1005,0.713,737.5,3756,1,1,0.708718231157619,"Flowing"
"181","CO01","1","Riparian","perennial","flowing",-0.28566418181182,0.295060564158914,1.76666666666667,0.308066666666667,NA,NA,NA,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,1.69,NA,NA,322,1,0,0,46.056561,5.617871,512.2979,1,0,0,1,1,0,0,0,0,NA,NA,17.43896936,0.810214218,21.5238994485283,21.5238994485283,67,NA,9,0.408900087,1.911206727,1.3,0,NA,909,0,1150.2,0,100,1.8,1.2,3,1.1,0,2,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.708718231157619,"Flowing"
"182","CO01","2","Flowing","perennial","flowing",0.824685437424247,5.53428172492682,NA,NA,10.54,NA,NA,11,8,NA,5,0,32,58,5,0,NA,8.89,7.88,326,1,0,0,46.056561,5.617871,512.2979,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.824685437424247,"Flowing"
"183","CO01","2","Riparian","perennial","flowing",-0.169528088289545,0.755083313399725,5.39333333333333,0.324666666666667,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,46.056561,5.617871,512.2979,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.824685437424247,"Flowing"
"184","CO01","3","Flowing","perennial","flowing",2.893943464809,9.96003699552501,NA,NA,17.2,NA,NA,16.7128,14.5,0.3615,5,2,49,39,5,0,4.39,7.45,7.28,301,1,0,0,46.056561,5.617871,512.2979,1,0,0,1,1,0,0,0,0,NA,NA,0.738330293,0.126058865,5.85702792897588,5.85702792897588,NA,48,9,0.408900087,1.225683934,1.3,0,0.041,909,0,1150.2,0,100,1.9,0.9,3,1.1,0,1,0,0,NA,0,0,NA,7.46,908,0.671,912.5,9393,2,25,2.893943464809,"Flowing"
"185","CO01","3","Riparian","perennial","flowing",-0.090524986813134,2.2955624689466,13.2,0.354266666666667,NA,NA,NA,16.751,NA,NA,NA,NA,NA,NA,NA,NA,4.39,NA,NA,301,1,0,0,46.056561,5.617871,512.2979,1,0,0,1,1,0,0,0,0,NA,NA,12.72139345,0.715058543,17.7907019985076,17.7907019985076,67,NA,9,0.408900087,1.225683934,1.3,0,NA,909,0,1150.2,0,100,1.9,0.9,3,1.1,0,1,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.893943464809,"Flowing"
"186","CO01","4","Flowing","perennial","flowing",3.6631637875897,3.3986303200223,NA,NA,12.86,NA,NA,14.402,14.4,NA,5,2,49,39,5,0,NA,8.48,7.63,381,1,0,0,46.056561,5.617871,512.2979,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6631637875897,"Flowing"
"187","CO01","4","Riparian","perennial","flowing",-0.409469562572061,4.42665903717485,13.5533333333333,0.341066666666666,NA,NA,NA,14.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,46.056561,5.617871,512.2979,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6631637875897,"Flowing"
"188","CO01","5","Flowing","perennial","flowing",0.514736046839054,0.338810888028691,NA,NA,8.4,NA,NA,13.654,10.6,0.0456,5,0,80,10,5,0,1.75,8.96,7.76,423,1,0,0,46.056561,5.617871,512.2979,1,0,0,1,1,0,0,0,0,NA,NA,0.881689707,0.131665498,6.69643695875437,6.69643695875437,NA,48,9,0.408900087,0.838435552,1.15,0,0.003,909,0,1150.2,0,100,1.6,0.8,3,1.1,0,2,0,0,NA,0,0,NA,8.05,147.2,0.185,525,5738.5,1,20,0.514736046839054,"Flowing"
"189","CO01","5","Riparian","perennial","flowing",-0.417973438378491,3.03625274339121,13.3,0.277166666666667,NA,NA,NA,13.63,NA,NA,NA,NA,NA,NA,NA,NA,1.75,NA,NA,423,1,0,0,46.056561,5.617871,512.2979,1,0,0,1,1,0,0,0,0,NA,NA,12.53722303,0.667703216,18.7766401742178,18.7766401742178,67,NA,9,0.408900087,0.838435552,1.15,0,NA,909,0,1150.2,0,100,1.6,0.8,3,1.1,0,2,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.514736046839054,"Flowing"
"190","CO01","6","Flowing","perennial","flowing",0.821390676156463,0.960597303606752,NA,NA,8.75,NA,NA,9.15125,8.3,NA,5,0,80,10,5,0,NA,10.25,7.61,434,1,0,0,46.056561,5.617871,512.2979,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.821390676156463,"Flowing"
"191","CO01","6","Riparian","perennial","flowing",-0.109364817839954,1.25202839666387,7.45833333333333,0.361833333333333,NA,NA,NA,7.56275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,46.056561,5.617871,512.2979,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.821390676156463,"Flowing"
"192","CO01","7","Flowing","perennial","flowing",-0.177939807947182,0.171519577569537,NA,NA,11.4,NA,NA,2.9418,4,0.0197,5,1,69,25,0,0,1.64,10.83,8.19,435,1,0,0,46.056561,5.617871,512.2979,1,0,0,1,1,0,0,0,0,NA,NA,0.911139534,0.116805206,7.80050449121249,7.80050449121249,NA,48,9,0.408900087,2.572614752,0.9,0,0.001,909,0,1150.2,0,100,1.4,0.3,1.2,3,0,5,0,0,NA,0,0,NA,7.95,1097,0.166,311.5,3882,1,4,-0.177939807947182,"Flowing"
"193","CO01","7","Riparian","perennial","flowing",0.0478235062653379,0.575759911445863,3.44666666666667,NA,NA,NA,NA,3.2372,NA,NA,NA,NA,NA,NA,NA,NA,1.64,NA,NA,435,1,0,0,46.056561,5.617871,512.2979,1,0,0,1,1,0,0,0,0,NA,NA,32.39252833,1.976896672,16.3855444691648,16.3855444691648,67,NA,9,0.408900087,2.572614752,0.9,0,NA,909,0,1150.2,0,100,1.4,0.3,1.2,3,0,5,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.177939807947182,"Flowing"
"194","GR01","1","Flowing","intermittent_moderate","flowing",0.078301266742536,6.16495623158939,NA,NA,15.65,NA,NA,6.33333333333333,8.5,0.303545455,25,5,55,15,0,0,4.26,11.32,8.3,486,0.828651685,0.101123596,0.070224719,45.917338,5.456714,928.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,121,1.602030606,0.157216419,10.1899700819416,10.1899700819416,NA,87,18,2.323886172,0.201961433,2.5,25,0.041,394,1872.8,482.7,79.50753556,20.49246444,3.4,1.9,8,5,0,2,3.75,9,31.25,9,20,101,7.6,691,0.157,210.5,2032,1,2,0.078301266742536,"Flowing"
"195","GR01","1","Riparian","intermittent_moderate","flowing",-0.377047624738619,-1.7194629946782,5.44444444444445,0.350111111111111,NA,NA,NA,6.83333333333333,NA,NA,NA,NA,NA,NA,NA,NA,4.26,NA,NA,486,0.828651685,0.101123596,0.070224719,45.917338,5.456714,928.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,121,9.255220262,0.369143045,25.0721783529743,25.0721783529743,72.9,NA,18,2.323886172,0.201961433,2.5,25,NA,394,1872.8,482.7,79.50753556,20.49246444,3.4,1.9,8,5,0,2,3.75,9,31.25,9,20,101,NA,NA,NA,NA,NA,NA,NA,0.078301266742536,"Flowing"
"196","GR01","2","Flowing","intermittent_moderate","flowing",0.0285813247916268,1.96896842476704,NA,NA,11.6,NA,NA,11.5,10.7,NA,25,5,55,15,0,0,NA,10.45,8.2,481,0.828651685,0.101123596,0.070224719,45.917338,5.456714,928.713,NA,NA,NA,1,1,0,0,0,0,171,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0285813247916268,"Flowing"
"197","GR01","2","Riparian","intermittent_moderate","flowing",-0.318476691859689,1.5380836038382,9.65,0.312722222222222,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.828651685,0.101123596,0.070224719,45.917338,5.456714,928.713,NA,NA,NA,1,1,0,0,0,0,171,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0285813247916268,"Flowing"
"198","GR01","3","Flowing","intermittent_moderate","flowing",0.0254399501957237,4.69389294712057,NA,NA,15.6666666666667,NA,NA,19.2186666666667,13,0.4307,45,10,40,5,0,0,2.03,10.07,7.7,479,0.828651685,0.101123596,0.070224719,45.917338,5.456714,928.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,NA,1.228469883,0.147127607,8.34968982401787,8.34968982401787,NA,87,18,2.323886172,0.45742147,1.6,25,0.047,394,1872.8,482.7,79.50753556,20.49246444,2.5,0.7,8,5,0,0,3.75,9,31.25,9,20,101,7.61,294,0.196,278.5,2778,1,4,0.0254399501957237,"Flowing"
"199","GR01","3","Riparian","intermittent_moderate","flowing",-0.603005254985657,4.10844470299808,16.44,0.310866666666666,NA,NA,NA,19.187,NA,NA,NA,NA,NA,NA,NA,NA,2.03,NA,NA,479,0.828651685,0.101123596,0.070224719,45.917338,5.456714,928.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,NA,8.512208772,0.376934359,22.5827350804069,22.5827350804069,72.9,NA,18,2.323886172,0.45742147,1.6,25,NA,394,1872.8,482.7,79.50753556,20.49246444,2.5,0.7,8,5,0,0,3.75,9,31.25,9,20,101,NA,NA,NA,NA,NA,NA,NA,0.0254399501957237,"Flowing"
"200","GR01","4","Flowing","intermittent_moderate","flowing",-0.000614383927536246,4.20094805930415,NA,NA,9.08,NA,NA,20.043,NA,NA,45,10,40,5,0,0,NA,NA,NA,NA,0.828651685,0.101123596,0.070224719,45.917338,5.456714,928.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000614383927536246,"Flowing"
"201","GR01","4","Riparian","intermittent_moderate","flowing",-0.71984098862102,4.13669634618943,16.2666666666667,0.2926,NA,NA,NA,19.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.828651685,0.101123596,0.070224719,45.917338,5.456714,928.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000614383927536246,"Flowing"
"202","GR01","5","Dry","intermittent_moderate","dry",-0.0215336757274054,0.701069052048326,NA,NA,NA,14.9333333333333,0.145416666666667,20.18575,NA,0,45,10,40,5,0,0,1.71,NA,NA,NA,0.828651685,0.101123596,0.070224719,45.917338,5.456714,928.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.358207392,0.127271926,2.81450437074395,2.81450437074395,NA,87,18,2.323886172,25.56911102,NA,25,NA,394,1872.8,482.7,79.50753556,20.49246444,NA,NA,8,5,NA,NA,3.75,9,31.25,9,20,101,8.42,92.2,NA,NA,NA,NA,NA,-0.0215336757274054,"Dry"
"203","GR01","5","Riparian","intermittent_moderate","dry",-1.06020894742771,3.03809910945995,15.1416666666667,0.153666666666667,NA,NA,NA,19.59125,NA,NA,NA,NA,NA,NA,NA,NA,1.71,NA,NA,NA,0.828651685,0.101123596,0.070224719,45.917338,5.456714,928.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,13.0235121,0.594624482,21.9020785289496,21.9020785289496,72.9,NA,18,2.323886172,25.56911102,NA,25,NA,394,1872.8,482.7,79.50753556,20.49246444,NA,NA,8,5,NA,NA,3.75,9,31.25,9,20,101,NA,NA,NA,NA,NA,NA,NA,-0.0215336757274054,"Dry"
"204","GR01","6","Flowing","intermittent_moderate","flowing",-0.0730251139494291,0.331120466361648,NA,NA,8.4,NA,NA,20.138,10.5,NA,45,10,40,5,0,0,NA,9.9,7.71,472,0.828651685,0.101123596,0.070224719,45.917338,5.456714,928.713,NA,NA,NA,0.375,0.806451612903226,0,0,0.625,0.193548387096774,5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0730251139494291,"Flowing"
"205","GR01","6","Riparian","intermittent_moderate","flowing",-0.391086848204924,1.76875900512569,8.9,0.2665,NA,NA,NA,20.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.828651685,0.101123596,0.070224719,45.917338,5.456714,928.713,NA,NA,NA,0.375,0.806451612903226,0,0,0.625,0.193548387096774,5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0730251139494291,"Flowing"
"206","GR01","7","Flowing","intermittent_moderate","flowing",-0.147865557489417,1.51629147294878,NA,NA,7.2,NA,NA,8.7352,5,0.052,53,2,40,4,1,0,2.15,11.91,8.06,470,0.828651685,0.101123596,0.070224719,45.917338,5.456714,928.713,NA,NA,NA,0.125,0,0,0,0,0.032258064516129,23,22,0.503898823,0.122335599,4.11898766278162,4.11898766278162,NA,87,18,2.323886172,18.28577231,1.5,20,0.001,394,1872.8,482.7,79.50753556,20.49246444,2.3,0.6,8,5,0,0,3.75,9,31.25,9,20,101,8.3,110.7,0.277,323.5,1322.5,1,4,-0.147865557489417,"Flowing"
"207","GR01","7","Riparian","intermittent_moderate","flowing",-0.240923915881273,0.986223588035053,5.28666666666667,0.300333333333333,NA,NA,NA,8.6762,NA,NA,NA,NA,NA,NA,NA,NA,2.15,NA,NA,470,0.828651685,0.101123596,0.070224719,45.917338,5.456714,928.713,NA,NA,NA,0.125,0,0,0,0,0.032258064516129,23,22,10.48074426,0.560769346,18.6899379125477,18.6899379125477,72.9,NA,18,2.323886172,18.28577231,1.5,20,NA,394,1872.8,482.7,79.50753556,20.49246444,2.3,0.6,8,5,0,0,3.75,9,31.25,9,20,101,NA,NA,NA,NA,NA,NA,NA,-0.147865557489417,"Flowing"
"208","JO01","1","Flowing","intermittent_moderate","flowing",0.0724273338273293,0.158658122134275,NA,NA,9.95,NA,NA,3.25,0.1,0.1551,0,0,90,10,0,0,2.38,12.53,7.39,392,0.640569395,0.007117438,0.352313167,46.053805,5.635586,1727.845,0.747945205479452,0,0.252054794520548,1,1,0,0,0,0,102,101,0.494271797,0.073799405,6.6975038213384,6.6975038213384,NA,62.5,12,0.768589223,2.130997787,1.2,0,0.001,940,0,1641,0,100,1.8,0.6,4.5,2.5,0,0,9.380952381,2,17.14285714,31,2,199,7.36,172.1,0.158,180.5,1816,0,0,0.0724273338273293,"Flowing"
"209","JO01","1","Riparian","intermittent_moderate","flowing",-0.145275689154849,-0.435050773903958,1.18333333333333,0.264583333333334,NA,NA,NA,4.625,NA,NA,NA,NA,NA,NA,NA,NA,2.38,NA,NA,392,0.640569395,0.007117438,0.352313167,46.053805,5.635586,1727.845,0.747945205479452,0,0.252054794520548,1,1,0,0,0,0,102,101,13.46305656,0.303730356,44.3256865639074,44.3256865639074,70,NA,12,0.768589223,2.130997787,1.2,0,NA,940,0,1641,0,100,1.8,0.6,4.5,2.5,0,0,9.380952381,2,17.14285714,31,2,199,NA,NA,NA,NA,NA,NA,NA,0.0724273338273293,"Flowing"
"210","JO01","2","Flowing","intermittent_moderate","flowing",0.0870538358876114,0.525656286606324,NA,NA,14.35,NA,NA,8,6,NA,0,0,90,10,0,0,NA,10.76,8.35,364,0.640569395,0.007117438,0.352313167,46.053805,5.635586,1727.845,0.747945205479452,0,0.252054794520548,1,1,0,0,0,0,143,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0870538358876114,"Flowing"
"211","JO01","2","Riparian","intermittent_moderate","flowing",-0.234830627267951,0.618685307299932,4.90666666666667,0.321333333333333,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.640569395,0.007117438,0.352313167,46.053805,5.635586,1727.845,0.747945205479452,0,0.252054794520548,1,1,0,0,0,0,143,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0870538358876114,"Flowing"
"212","JO01","3","Flowing","intermittent_moderate","flowing",0.198686689441876,1.37952808880476,NA,NA,17.5,NA,NA,25.6106666666667,12.1,0.1514,0,20,75,5,0,0,1.72,9.57,7.59,332,0.640569395,0.007117438,0.352313167,46.053805,5.635586,1727.845,0.747945205479452,0,0.252054794520548,1,1,0,0,0,0,192,191,0.561716644,0.095888821,5.85799927605742,5.85799927605742,NA,62.5,12,0.768589223,1.212307306,1.3,0,0.014,940,0,1641,0,100,2,0.7,4.5,2.5,0,0,9.380952381,2,17.14285714,31,2,199,7.66,673,0.324,567.5,6227.5,2,49,0.198686689441876,"Flowing"
"213","JO01","3","Riparian","intermittent_moderate","flowing",-0.223064931725701,1.72381946506254,13.5333333333333,0.341,NA,NA,NA,25.6106666666667,NA,NA,NA,NA,NA,NA,NA,NA,1.72,NA,NA,332,0.640569395,0.007117438,0.352313167,46.053805,5.635586,1727.845,0.747945205479452,0,0.252054794520548,1,1,0,0,0,0,192,191,8.250027003,0.416707323,19.7981330004129,19.7981330004129,70,NA,12,0.768589223,1.212307306,1.3,0,NA,940,0,1641,0,100,2,0.7,4.5,2.5,0,0,9.380952381,2,17.14285714,31,2,199,NA,NA,NA,NA,NA,NA,NA,0.198686689441876,"Flowing"
"214","JO01","4","Flowing","intermittent_moderate","flowing",0.0327407258188457,0.258941654210447,NA,NA,18.98,NA,NA,16.0076,14.3,NA,0,20,75,5,0,0,NA,9.07,8.3,385,0.640569395,0.007117438,0.352313167,46.053805,5.635586,1727.845,0.747945205479452,0,0.252054794520548,1,0.806451612903226,0,0,0,0.193548387096774,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0327407258188457,"Flowing"
"215","JO01","4","Riparian","intermittent_moderate","flowing",-0.388517122321699,2.76001343684657,13.46,0.339,NA,NA,NA,15.8168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.640569395,0.007117438,0.352313167,46.053805,5.635586,1727.845,0.747945205479452,0,0.252054794520548,1,0.806451612903226,0,0,0,0.193548387096774,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0327407258188457,"Flowing"
"216","JO01","5","Dry","intermittent_moderate","dry",0.000175464849564418,0.317702899543206,NA,NA,NA,14.0333333333333,0.11025,15.091,NA,0,0,20,75,5,0,0,3.4,NA,NA,NA,0.640569395,0.007117438,0.352313167,46.053805,5.635586,1727.845,0.747945205479452,0,0.252054794520548,0,0.258064516129032,0,0,1,0.741935483870968,8,7,0.258049252,0.071976799,3.58517266098483,3.58517266098483,NA,62.5,12,0.768589223,3.83316063,NA,0,0,940,0,1641,0,100,NA,NA,4.5,2.5,NA,NA,9.380952381,2,17.14285714,31,2,199,8.35,98.7,NA,NA,NA,NA,NA,0.000175464849564418,"Dry"
"217","JO01","5","Riparian","intermittent_moderate","dry",-0.546924470718743,2.98690129007701,13.6958333333333,0.284416666666667,NA,NA,NA,15.09125,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,0.640569395,0.007117438,0.352313167,46.053805,5.635586,1727.845,0.747945205479452,0,0.252054794520548,0,0.258064516129032,0,0,1,0.741935483870968,8,7,10.75382597,0.346409059,31.0437203953145,31.0437203953145,70,NA,12,0.768589223,3.83316063,NA,0,NA,940,0,1641,0,100,NA,NA,4.5,2.5,NA,NA,9.380952381,2,17.14285714,31,2,199,NA,NA,NA,NA,NA,NA,NA,0.000175464849564418,"Dry"
"218","JO01","6","Dry","intermittent_moderate","pool",0.15167847785553,0.26959557640275,NA,NA,NA,6.18888888888889,0.243555555555556,4.03066666666667,NA,NA,0,20,75,5,0,0,NA,NA,NA,NA,0.640569395,0.007117438,0.352313167,46.053805,5.635586,1727.845,0.747945205479452,0,0.252054794520548,0.75,0.516129032258065,0,0,0.25,0.483870967741935,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0374258795064882,"Dry"
"219","JO01","6","Riparian","intermittent_moderate","pool",-0.324206066153308,0.719064051354411,6.91666666666667,0.328583333333333,NA,NA,NA,4.43775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.640569395,0.007117438,0.352313167,46.053805,5.635586,1727.845,0.747945205479452,0,0.252054794520548,0.75,0.516129032258065,0,0,0.25,0.483870967741935,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0374258795064882,"Dry"
"220","JO01","6","Pool","intermittent_moderate","pool",-0.0768267188425538,NA,NA,NA,13.1666666666667,NA,NA,3.71633333333333,NA,NA,0,20,75,5,0,0,NA,NA,NA,NA,0.640569395,0.007117438,0.352313167,46.053805,5.635586,1727.845,0.747945205479452,0,0.252054794520548,0.75,0.516129032258065,0,0,0.25,0.483870967741935,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0374258795064882,"Dry"
"221","JO01","7","Riparian","intermittent_moderate","pool",-0.805969530353178,0.251868971309976,3.05,NA,NA,NA,NA,1.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.640569395,0.007117438,0.352313167,46.053805,5.635586,1727.845,0.747945205479452,0,0.252054794520548,0,0.032258064516129,0,0,0.125,0,15,78,9.335964356,0.378505461,24.66533595403,24.66533595403,NA,NA,NA,NA,NA,NA,NA,NA,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dry"
